TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
Problem11,BRANCH,0.3275378575434661,1783,520
Problem11,BRANCH,0.3275378575434661,1783,544
Problem11,BRANCH,0.33426808749298936,1783,537
Problem11,BRANCH,0.30790802019068986,1783,528
Problem11,BRANCH,0.33370723499719573,1783,570
Problem11,BRANCH,0.2843522153673584,1783,472
Problem11,BRANCH,0.3095905776780707,1783,485
Problem11,BRANCH,0.28266965787997755,1783,466
Problem11,BRANCH,0.3567021873247336,1783,612
