TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
Problem1,BRANCH,0.6391184573002755,363,232
Problem1,BRANCH,0.6005509641873278,363,218
Problem1,BRANCH,0.559228650137741,363,203
Problem1,BRANCH,0.6225895316804407,363,226
Problem1,BRANCH,0.6088154269972452,363,221
Problem1,BRANCH,0.5619834710743802,363,204
Problem1,BRANCH,0.5950413223140496,363,216
Problem1,BRANCH,0.581267217630854,363,211
Problem1,BRANCH,0.5785123966942148,363,210
Problem1,BRANCH,0.559228650137741,363,203
