TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
Problem2,BRANCH,0.45488257107540175,809,368
Problem2,BRANCH,0.48084054388133496,809,366
Problem2,BRANCH,0.46971569839307786,809,380
Problem2,BRANCH,0.4400494437577256,809,356
Problem2,BRANCH,0.4894932014833127,809,396
Problem2,BRANCH,0.5006180469715699,809,403
Problem2,BRANCH,0.41285537700865266,809,340
Problem2,BRANCH,0.4215080346106304,809,341
Problem2,BRANCH,0.5129789864029666,809,415
Problem2,BRANCH,0.49814585908529047,809,403
